"gene_ID","gene_name","difference","logpval","significant"
"MYLK","MYLK",0.779777496557743,0.43552185430035,NA
"MYLK2","MYLK2",-0.965438805261967,1.66567492713828,NA
"MYLK3","MYLK3",-0.608397826984612,1.45707634764286,NA
"MYLK4","MYLK4",-0.459868780021233,1.35438958950416,NA
"MYMK","MYMK",-2.63924691142621,1.99169095610833,"+"
"MYMX","MYMX",-1.70237138442643,1.91131422920918,NA
"MYNN","MYNN",0.271351143490789,0.786120974598798,NA
"MYO10","MYO10",0.985433100045498,0.324411377588668,NA
"MYO15A","MYO15A",-1.30248548875579,1.80724952459945,NA
"MYO15B","MYO15B",0.428449173932825,0.668324130031045,NA
"MYO16","MYO16",-0.542702286981579,1.41266520064567,NA
"MYO18A","MYO18A",0.916881232216246,0.359204879556376,NA
"MYO18B","MYO18B",-0.408454879149294,1.31706024982404,NA
"MYO19","MYO19",0.574121893069986,0.56588531929371,NA
"MYO1A","MYO1A",-2.15938383662144,1.96917959918463,"+"
"MYO1B","MYO1B",1.38531899571614,0.165954947811326,NA
"MYO1C","MYO1C",1.12539316353022,0.260422466777725,NA
"MYO1D","MYO1D",1.06826660700584,0.285400266960819,NA
"MYO1E","MYO1E",0.899743265258934,0.368256893133266,NA
"MYO1F","MYO1F",0.388460584365762,0.69767521741182,NA
"MYO1G","MYO1G",0.194230292182881,0.845995564767882,NA
"MYO1H","MYO1H",-0.805484446993712,1.57945982212838,NA
"MYO3A","MYO3A",-0.968295133088186,1.66710300527519,NA
"MYO3B","MYO3B",-0.262782160012133,1.20728151332703,NA
"MYO5A","MYO5A",1.1682380809235,0.242710743763524,NA
"MYO5B","MYO5B",0.425592846106607,0.670404554034767,NA
"MYO5C","MYO5C",-0.285632782621884,1.22484060786663,NA
"MYO6","MYO6",0.702656645249834,0.482269752251731,NA
"MYO7A","MYO7A",-0.208511931313975,1.16517073247112,NA
"MYO7B","MYO7B",-0.676949694813864,1.50156212765784,NA
"MYO9A","MYO9A",0.802628119167493,0.42218971067275,NA
"MYO9B","MYO9B",0.885461626127839,0.375907707476676,NA
"MYOC","MYOC",-2.32505085054213,1.97993075870062,"+"
"MYOCD","MYOCD",-1.45672719137161,1.85480829919839,NA
"MYOD1","MYOD1",-2.32505085054213,1.97993075870062,"+"
"MYOF","MYOF",1.23107729310032,0.218293957239622,NA
"MYOG","MYOG",-0.73693257916446,1.53883664936211,NA
"MYOM1","MYOM1",-0.399885895670637,1.31075943886811,NA
"MYOM2","MYOM2",-0.831191397429682,1.59413448620352,NA
"MYOM3","MYOM3",-0.185661308704224,1.14728962810842,NA
"MYORG","MYORG",0.119965768701191,0.904510264694686,NA
"MYOT","MYOT",-0.511282680893172,1.3908468694965,NA
"MYOZ1","MYOZ1",-0.88546162612784,1.62409229252332,NA
"MYOZ2","MYOZ2",-0.685518678292521,1.50698332179071,NA
"MYOZ3","MYOZ3",-1.02256536178634,1.69348660600992,NA
"MYPN","MYPN",-0.471294091326108,1.362569265453,NA
"MYPOP","MYPOP",-0.682662350466302,1.50517977462463,NA
"MYRF","MYRF",-0.654099072204114,1.48695202080285,NA
"MYRFL","MYRFL",-2.15938383662144,1.96917959918463,"+"
"MYRIP","MYRIP",-0.965438805261967,1.66567492713828,NA
"MYSM1","MYSM1",0.628392121768144,0.529747096751572,NA
"MYT1","MYT1",-1.75092895747215,1.92004185194534,NA
"MYT1L","MYT1L",-2.15938383662144,1.96917959918463,"+"
"MYZAP","MYZAP",-0.0228506226097507,1.01823057245278,NA
"MZB1","MZB1",0.291345438274321,0.770787139203414,NA
"MZF1","MZF1",-0.36846628958223,1.2874744232676,NA
